TAP_College_Code,TAP_Sector_Group,TAP_College_Name,prev_scholarship,family_Employees,Scholarship_Headcount,Active_Student,Family_Card,Academic_year,Semister_Aattendence,GPA,Annual_income,Scholarship_rupees 
440,5-INDEPENDENT,MARIST COLLEGE,N,3,109,Y,Y,2018,81,5.2,117655,42800.21
5470,5-INDEPENDENT,ALBANY LAW SCHOOL,Y,2,1,N,N,2018,87,6.2,101664,49088.88
5725,5-INDEPENDENT,MOUNT SAINT MARY COLLEGE,N,4,4,Y,Y,2018,94,5.7,50741,44297.85
405,5-INDEPENDENT,MANHATTAN COLLEGE,Y,4,148,N,N,2018,89,4.4,53250,47053.94
345,5-INDEPENDENT,KEUKA COLLEGE,N,3,40,Y,Y,2018,93,5.8,46325,50923.22
5635,5-INDEPENDENT,MANHATTANVILLE COLLEGE,Y,2,1,N,N,2018,90,4.8,69107,48231.23
285,5-INDEPENDENT,HARTWICK COLLEGE,N,4,38,Y,Y,2018,92,9.1,106436,40862.88
5685,5-INDEPENDENT,NAZARETH COLLEGE GRAD,Y,1,1,N,N,2018,94,3.7,66082,42317.33
5730,5-INDEPENDENT,ROBERTS WESLEYAN COLLEGE-GRAD,N,3,4,Y,Y,2018,88,7.6,66414,35290.26
295,5-INDEPENDENT,HOBART AND WILLIAM SMITH COLLEGES,Y,2,53,N,N,2018,84,5.9,56011,53304.22
6005,3-SUNY SO,SUNY COLLEGE OF TECH AT ALFRED,N,1,75,Y,Y,2018,80,6.8,101381,44377.91
8528,VOCATIONAL - VET SCHOOLS ONLY,NEW YORK AUTOMOTIVE & DIESEL INST,Y,4,1,N,N,2018,73,6.9,118970,38480.72
6020,3-SUNY SO,SUNY COLLEGE OF TECH AT DELHI,N,3,17,Y,Y,2018,85,6.5,112163,37264.71
8501,VOCATIONAL - VET SCHOOLS ONLY,"NATIONAL TRACTOR TRAILER SCHOOL,",Y,2,7,N,N,2018,75,3.4,110488,48890.66
6093,5-INDEPENDENT,MARIA COLLEGE 4 YR,N,4,2,Y,Y,2018,89,3.5,74084,54395.88
35,5-INDEPENDENT,BARD COLLEGE,Y,2,24,N,N,2018,65,5.2,113372,49717.16
6270,5-INDEPENDENT,NY COLL HEALTH PROF,N,4,1,Y,Y,2018,96,6.2,107732,50959.47
7518,6-BUS. DEGREE,MONROE COLLEGE,Y,3,222,N,N,2018,92,5.7,101454,41775.83
6730,6-BUS. DEGREE,BERKELEY COLLEGE,N,2,19,Y,Y,2018,91,4.4,83321,40593.33
7725,6-BUS. DEGREE,ASA INSTITUTE OF BUSINESS,Y,4,5,N,N,2018,90,5.8,68090,48673.62
7124,6-BUS. DEGREE,COLL WESTCHESTER 2YR,N,1,11,Y,Y,2018,78,4.8,105685,41848.35
7732,6-BUS. DEGREE,BRYANT & STRATTON BUFFALO,Y,3,34,N,N,2018,82,9.1,50569,51995.28
7480,6-BUS. DEGREE,JAMESTOWN BUSINESS COLLEGE,N,2,8,Y,Y,2018,83,3.7,91521,52790.54
6732,6-BUS. DEGREE,BRYANT & STRATTON BUFFALO,Y,1,10,N,N,2018,89,7.6,111414,39066.56
7699,6-BUS. DEGREE,PLAZA COLLEGE-2YR,N,4,4,Y,Y,2018,91,5.9,105727,52538.7
5960,5-INDEPENDENT,DOMINICAN COLLEGE BLAUVELT-GRAD,Y,3,13,N,N,2018,78,6.8,90970,54891.19
7858,6-BUS. DEGREE,SCHOOL OF VISUAL ARTS,N,2,12,Y,Y,2018,68,6.9,64234,48404.35
7952,6-BUS. DEGREE,AMERICAN ACADEMY MCALLISTER INST.,Y,4,1,N,N,2018,70,6.5,59092,43613.53
8502,VOCATIONAL - VET SCHOOLS ONLY,"NATIONAL TRACTOR TRAILER SCHOOL,",N,4,6,Y,Y,2018,90,3.4,80878,44346.18
45,5-INDEPENDENT,PHILLIPS BETH ISRAEL SCH.NURSING,Y,3,2,N,N,2018,69,3.5,58668,35315.89
8518,VOCATIONAL - VET SCHOOLS ONLY,LINCOLN TECHNICAL INSTITUTE,N,2,2,Y,Y,2018,75,5.2,84897,37519.75
6124,6-BUS. DEGREE,COLL WESTCHESTER 4YR BBA DAY,Y,4,11,N,N,2018,78,6.2,65680,36020.99
8545,VOCATIONAL - VET SCHOOLS ONLY,THE DIGITAL FILM ACADEMCY,N,1,2,Y,Y,2018,92,5.7,113063,42817.43
8535,VOCATIONAL - VET SCHOOLS ONLY,WASH-SAR-WAR-HAM-ESS BOCES,Y,3,1,N,N,2018,72,4.4,112148,50954.85
136,5-INDEPENDENT,COLL OF NEW ROCHELLE NEW RESOURCE,N,2,7,Y,Y,2018,66,5.8,52515,43161.8
6025,3-SUNY SO,SUNY COLLEGE OF TECH FARMINGDALE,Y,1,97,N,N,2018,76,4.8,113060,50740.03
155,5-INDEPENDENT,BARNARD COLLEGE,N,4,73,Y,Y,2018,65,9.1,117554,37655.22
6010,3-SUNY SO,SUNY COLLEGE OF TECH AT CANTON,Y,3,48,N,N,2018,87,3.7,105447,41290.18
171,5-INDEPENDENT,COLUMBIA UNIV,N,2,201,Y,Y,2018,71,7.6,67065,44982.94
8509,VOCATIONAL - VET SCHOOLS ONLY,ONONDAGA CORTLAND MADISON BOCES,Y,4,1,N,N,2018,86,5.9,86476,46982.94
175,5-INDEPENDENT,CORNELL UNIVERSITY,N,1,502,Y,Y,2018,70,6.8,88601,40934.12
5330,5-INDEPENDENT,ST THOMAS AQUINAS COLLEGE-GRAD,Y,4,1,N,N,2018,68,6.9,80216,36299.4
2085,4-SUNY CC,JAMESTOWN COMMUNITY COLLEGE,N,3,41,Y,Y,2018,69,6.5,82348,42807.21
5325,5-INDEPENDENT,THE SAGE COLLEGES,Y,2,1,N,N,2018,90,3.4,76204,54361.21
6698,6-BUS. DEGREE,PLAZA COLLEGE- BA,N,4,1,Y,Y,2018,87,3.5,106843,41269.9
10,5-INDEPENDENT,ADELPHI UNIVERSITY,Y,1,190,N,N,2018,81,5.2,88799,36822.76
90,5-INDEPENDENT,CANISIUS COLLEGE,N,3,149,Y,Y,2018,66,6.2,117885,46886.58
125,5-INDEPENDENT,COLGATE UNIVERSITY,Y,2,114,N,N,2018,82,5.7,89695,36982.41
130,5-INDEPENDENT,COL OF MT ST VINCENT 4YR SEM,N,1,71,Y,Y,2018,77,4.4,50292,36887.29
5955,5-INDEPENDENT,ST JOSEPHS COLLEGE,Y,4,1,N,N,2018,66,5.8,101847,45097.67
7732,6-BUS. DEGREE,BRYANT & STRATTON BUFFALO,N,3,13,Y,Y,2017,90,4.8,66375,45934.02
2025,4-SUNY CC,BROOME COMMUNITY COLLEGE,Y,2,45,N,N,2017,83,9.1,68002,36806.98
7730,6-BUS. DEGREE,BRYANT & STRATTON ALBANY,N,4,1,Y,Y,2017,76,3.7,111689,50063.15
7725,6-BUS. DEGREE,ASA INSTITUTE OF BUSINESS,Y,4,3,N,N,2017,80,7.6,97582,54175.32
765,5-INDEPENDENT,ST JOSEPH HOSP SCH NURS SYRACUSE,N,3,7,Y,Y,2017,92,5.9,50898,36739.59
2005,4-SUNY CC,CAYUGA COMMUNITY COLLEGE,Y,2,31,N,N,2017,92,6.8,90849,51232.04
7699,6-BUS. DEGREE,PLAZA COLLEGE-2YR,N,4,1,Y,Y,2017,70,6.9,56389,42882.81
7518,6-BUS. DEGREE,MONROE COLLEGE,Y,1,17,N,N,2017,74,4.4,57745,46132.4
2000,4-SUNY CC,ADIRONDACK COMMUNITY COLLEGE,N,3,34,Y,Y,2017,69,5.8,89841,37857.71
7510,6-BUS. DEGREE,EMPIRE EDUCATION CORPORATION,Y,2,5,N,N,2017,85,4.8,103668,50242.49
7480,6-BUS. DEGREE,JAMESTOWN BUSINESS COLLEGE,N,1,1,Y,Y,2017,73,9.1,93352,40762.82
403,5-INDEPENDENT,LONG ISLAND UNIVERSITY,Y,4,363,N,N,2017,65,3.7,77199,43285.27
758,5-INDEPENDENT,ST JOSEPHS COLLEGE,N,3,70,Y,Y,2017,84,7.6,98349,46174.29
1535,8-OTHER,ISABELLA GRAHAM HART SCH PRAC NUR,Y,2,1,N,N,2017,76,5.9,46885,36846.46
7030,6-BUS. DEGREE,BERKELEY COLLEGE,N,4,2,Y,Y,2017,91,6.8,98216,43881.67
6730,6-BUS. DEGREE,BERKELEY COLLEGE,Y,2,15,N,N,2017,95,6.9,101667,39493.81
1421,2-CUNY CC,STELLA & CHARLES GUTTMAN CC,N,4,8,Y,Y,2017,84,6.5,65079,50485.1
6698,6-BUS. DEGREE,PLAZA COLLEGE- BA,Y,3,1,N,N,2017,84,3.4,62731,54521.77
6315,6-BUS. DEGREE,DEVRY COLLEGE OF NEW YORK,N,2,5,Y,Y,2017,78,3.5,93264,36321.74
755,5-INDEPENDENT,ST JOSEPHS COLLEGE,Y,4,42,N,N,2017,65,5.2,57460,46597.35
1420,1-CUNY SR,CUNY GRAD SCH UNDERGRAD PROG,N,1,9,Y,Y,2017,79,6.2,94558,53781.92
6270,5-INDEPENDENT,NY COLL HEALTH PROF,Y,3,1,N,N,2017,84,5.7,52630,41390.04
6144,5-INDEPENDENT,TROCAIRE COLLEGE,N,2,1,Y,Y,2017,75,4.4,95426,49718.74
1418,1-CUNY SR,CUNY YORK COLLEGE,Y,1,72,N,N,2017,93,5.8,113078,38710.74
6140,5-INDEPENDENT,PAUL SMITHS COLLEGE,N,4,10,Y,Y,2017,98,4.8,94896,48172.53
6121,6-BUS. DEGREE,COLL WESTCHESTER 4YR BBA EVE,Y,3,1,N,N,2017,84,9.1,94513,54343.96
190,5-INDEPENDENT,CROUSE HOSPITAL,N,2,3,Y,Y,2017,94,3.7,76147,47698.31
375,5-INDEPENDENT,LEMOYNE COLLEGE,Y,4,140,N,N,2017,66,7.6,87941,35099.17
751,5-INDEPENDENT,ST JOHNS UNIVERSITY,N,4,995,Y,Y,2017,65,5.9,67758,42102.83
1417,1-CUNY SR,CUNY COL STATEN ISLAND,Y,3,130,N,N,2017,79,6.8,110318,53517.5
6093,5-INDEPENDENT,MARIA COLLEGE 4 YR,N,2,1,Y,Y,2017,98,6.9,110785,46616.94
6045,5-INDEPENDENT,CULINARY INSTITUTE OF AMERICA,Y,4,1,N,N,2017,93,6.5,83768,52232.8
1416,1-CUNY SR,CUNY QUEENS COLLEGE,N,1,305,Y,Y,2017,82,3.4,86143,54833.29
6030,3-SUNY SO,MORRISVILLE STATE COLLEGE,Y,3,15,N,N,2017,81,3.5,54901,40881.63
6025,3-SUNY SO,SUNY COLLEGE OF TECH FARMINGDALE,N,2,90,Y,Y,2017,78,5.2,106374,50247.42
735,5-INDEPENDENT,ST JOHN FISHER COLLEGE,Y,1,90,N,N,2017,73,6.2,113268,50387.86
1415,1-CUNY SR,CUNY MEDGER EVERS COLLEGE,N,4,25,Y,Y,2017,97,5.7,63163,47945.07
6020,3-SUNY SO,SUNY COLLEGE OF TECH AT DELHI,Y,3,13,N,N,2017,76,4.4,57388,40363.2
6018,6-BUS. DEGREE,MONROE COLLEGE,N,2,27,Y,Y,2017,91,5.8,57556,53403.61
1414,1-CUNY SR,CUNY JOHN JAY COLLEGE,Y,4,162,N,N,2017,69,4.8,107006,38415.98
6015,3-SUNY SO,SUNY COBLESKILL,N,2,30,Y,Y,2017,84,9.1,116770,49116.38
6010,3-SUNY SO,SUNY COLLEGE OF TECH AT CANTON,Y,1,44,N,N,2017,85,3.7,71225,37050.64
355,5-INDEPENDENT,THE KING'S COLLEGE,N,4,3,Y,Y,2017,98,7.6,77013,49859.5
715,5-INDEPENDENT,ST FRANCIS COLLEGE,Y,3,33,N,N,2017,75,5.9,91558,36479.96
1413,1-CUNY SR,CUNY HUNTER COLLEGE,N,2,564,Y,Y,2017,84,6.8,93909,53827.59
6005,3-SUNY SO,SUNY COLLEGE OF TECH AT ALFRED,Y,4,82,N,N,2017,91,6.9,46540,39870.44
5960,5-INDEPENDENT,DOMINICAN COLLEGE BLAUVELT-GRAD,N,4,11,Y,Y,2017,84,6.5,45649,43287.71
1412,1-CUNY SR,CUNY HERBERT H LEHMAN COLLEGE,Y,3,169,N,N,2017,87,3.4,89195,44016.14
5955,5-INDEPENDENT,ST JOSEPHS COLLEGE,N,2,5,Y,Y,2017,84,3.5,66770,52507.79
5830,5-INDEPENDENT,MOLLOY COLLEGE,Y,4,4,N,N,2017,87,5.2,68681,51089.33
710,5-INDEPENDENT,ST ELIZABETH COLG OF NURSING,N,1,2,Y,Y,2017,66,6.2,119173,47886
1411,1-CUNY SR,CUNY CITY COLLEGE,Y,3,590,N,N,2017,94,5.7,81940,43332.95
5799,5-INDEPENDENT,EXCELSIOR COLLEGE GRAD,N,2,3,Y,Y,2017,86,4.4,63095,40264.97
5775,5-INDEPENDENT,DAEMEN COLLEGE GRAD,Y,1,1,N,N,2017,70,5.8,85750,46640.83
1410,1-CUNY SR,CUNY BROOKLYN COLLEGE,N,4,267,Y,Y,2017,94,4.8,56734,40687.46
5755,5-INDEPENDENT,LEMOYNE COLLEGE GRAD,Y,3,1,N,N,2017,80,9.1,98891,39982.29
5730,5-INDEPENDENT,ROBERTS WESLEYAN COLLEGE-GRAD,N,2,2,Y,Y,2017,83,3.7,99217,35815.79
130,5-INDEPENDENT,COL OF MT ST VINCENT 4YR SEM,Y,4,28,N,N,2017,82,7.6,55978,40631.16
175,5-INDEPENDENT,CORNELL UNIVERSITY,N,2,526,Y,Y,2017,90,5.9,113535,35239.52
345,5-INDEPENDENT,KEUKA COLLEGE,Y,4,39,N,N,2017,81,6.8,78468,42721.38
695,5-INDEPENDENT,ST BONAVENTURE UNIVERSITY,N,3,61,Y,Y,2017,68,6.9,72476,46297.66
1409,1-CUNY SR,CUNY BARUCH COLLEGE,Y,2,367,N,N,2017,89,6.5,85034,36706.55
5725,5-INDEPENDENT,MOUNT SAINT MARY COLLEGE,N,4,3,Y,Y,2017,81,3.4,63630,47937.63
5720,5-INDEPENDENT,D'YOUVILLE COLLEGE,Y,1,2,N,N,2017,85,3.5,73766,38430.45
1407,2-CUNY CC,CUNY QUEENSBOROUGH CC,N,3,31,Y,Y,2017,98,5.2,78900,50396.25
5695,3-SUNY SO,SUNY POLYTECHNIC INSTITUTE,Y,2,1,N,N,2017,96,6.2,87180,51412.07
5680,3-SUNY SO,SUC EMPIRE STATE COLLEGE,N,1,7,Y,Y,2017,95,5.7,64330,54778.16
685,5-INDEPENDENT,SIENA COLLEGE,Y,4,130,N,N,2017,73,4.4,103742,37306.67
1405,1-CUNY SR,CUNY NYC COLLEGE OF TECHNOLOGY,N,3,120,Y,Y,2017,75,5.8,68876,52860.02
5672,1-CUNY SR,CUNY COL STATEN ISLAND,Y,2,2,N,N,2017,82,4.8,90832,54625.18
5640,5-INDEPENDENT,IONA COLLEGE,N,4,1,Y,Y,2017,84,9.1,82516,45660.3
1404,2-CUNY CC,CUNY MANHATTAN CC,Y,4,72,N,N,2017,94,3.7,105184,45918.14
5635,5-INDEPENDENT,MANHATTANVILLE COLLEGE,N,3,1,Y,Y,2017,79,7.6,50280,38147.71
5625,3-SUNY SO,SUC BUFFALO,Y,2,2,N,N,2017,89,5.9,93103,37072.29
340,5-INDEPENDENT,JUILLIARD SCHOOL,N,4,2,Y,Y,2017,84,6.8,102619,35912.08
675,5-INDEPENDENT,THE SAGE COLLEGES,Y,1,29,N,N,2017,89,6.9,117121,36579.32
1403,2-CUNY CC,CUNY LAGUARDIA CC,N,3,37,Y,Y,2017,83,6.5,47460,35855.32
5620,1-CUNY SR,CUNY GRAD SCH AND UNIV CENTER,Y,2,3,N,N,2017,80,3.4,59487,50425.02
5615,3-SUNY SO,SUC POTSDAM,N,1,4,Y,Y,2017,75,3.5,90854,52417.29
1402,2-CUNY CC,CUNY KINGSBOROUGH CC,Y,4,27,N,N,2017,68,5.2,107494,50915.87
5605,3-SUNY SO,SUC CORTLAND,N,3,1,Y,Y,2017,80,6.2,114490,53005.56
5585,3-SUNY SO,SUC FREDONIA,Y,2,5,N,N,2017,94,5.7,74508,42289.74
670,5-INDEPENDENT,DAEMEN COLLEGE,N,4,105,Y,Y,2017,90,4.4,86618,47207.84
1401,2-CUNY CC,CUNY HOSTOS CC,Y,1,21,N,N,2017,96,5.8,107022,37489.55
5565,3-SUNY SO,SUC NEW PALTZ,N,3,2,Y,Y,2017,78,4.8,118417,36158.04
5455,5-INDEPENDENT,NEW YORK INST TECH,Y,2,1,N,N,2017,93,9.1,64899,41831.12
1400,2-CUNY CC,CUNY BRONX CC,N,4,31,Y,Y,2017,78,3.7,110818,38639.75
5450,3-SUNY SO,SUNY BINGHAMTON(GRAD),Y,4,14,N,N,2017,78,7.6,92531,43681.59
5430,3-SUNY SO,SUNY STONY BROOK,N,3,13,Y,Y,2017,65,5.9,57060,45407.1
174,3-SUNY SO,CORNELL UNIV STATUTORY COLLEGES,Y,2,442,N,N,2017,75,6.8,100566,42688.4
330,5-INDEPENDENT,ITHACA COLLEGE,N,4,159,Y,Y,2017,78,6.9,54526,37076.09
650,5-INDEPENDENT,ROCHESTER INSTITUTE OF TECHLGY,Y,1,652,N,N,2017,71,6.5,73380,36216.84
1099,5-INDEPENDENT,METROPOLITAN COLLEGE OF NY,N,3,23,Y,Y,2017,95,3.4,54089,54073.16
5420,3-SUNY SO,SUC OSWEGO,Y,2,7,N,N,2017,84,3.5,108471,51834.52
5415,5-INDEPENDENT,ST JOHN FISHER COLLEGE-GRADUATE,N,1,6,Y,Y,2017,86,5.2,88670,45706.23
1085,5-INDEPENDENT,YESHIVA UNIVERSITY,Y,4,52,N,N,2017,68,6.2,76317,46874.32
5403,5-INDEPENDENT,LONG ISLAND UNIVERSITY,N,3,5,Y,Y,2017,81,5.7,80665,37358.07
5400,3-SUNY SO,SUC BROCKPORT GRAD,Y,2,11,N,N,2017,76,4.4,115312,44516.28
641,5-INDEPENDENT,ROBERTS WESLEYAN COLLEGE,N,4,1,Y,Y,2017,66,5.8,54022,40889.87
1075,5-INDEPENDENT,AMERICAN ACAD OF DRAMATIC ARTS,Y,4,3,N,N,2017,73,4.8,52018,49386.13
5395,1-CUNY SR,CUNY QUEENS COLLEGE GRAD,N,3,5,Y,Y,2017,88,9.1,109183,43069.62
5390,3-SUNY SO,SUNY AT ALBANY GRAD,Y,2,9,N,N,2017,95,3.7,95398,41650.69
1050,5-INDEPENDENT,WELLS COLLEGE,N,4,55,Y,Y,2017,68,7.6,47577,35556.37
5325,5-INDEPENDENT,THE SAGE COLLEGES,Y,1,6,N,N,2017,87,5.9,85020,53507.26
5310,5-INDEPENDENT,PACE UNIVERSITY GRAD,N,3,5,Y,Y,2017,79,6.8,106622,46690.26
325,5-INDEPENDENT,IONA COLLEGE,Y,2,54,N,N,2017,77,6.9,78228,39410.34
640,5-INDEPENDENT,ROBERTS WESLEYAN COLLEGE,N,1,59,Y,Y,2017,99,6.5,108663,37825
1045,5-INDEPENDENT,WEBB INST OF NAVAL ARCH.,Y,4,4,N,N,2017,78,3.4,119160,51998.43
5305,5-INDEPENDENT,NIAGARA UNIVERSITY GRAD,N,3,2,Y,Y,2017,99,3.5,105242,53069.97
5271,1-CUNY SR,CUNY HERBERT H LEHMAN GRAD,Y,2,5,N,N,2017,90,5.2,63707,49200.03
1040,5-INDEPENDENT,WAGNER COLLEGE,N,4,55,Y,Y,2017,71,6.2,110960,54150.63
5270,1-CUNY SR,CUNY HUNTER COLLEGE GRAD,Y,2,4,N,N,2017,77,5.7,109795,45035.26
5265,5-INDEPENDENT,HOFSTRA UNIVERSITY,N,4,1,Y,Y,2017,80,4.4,115607,40702.13
635,5-INDEPENDENT,RENSSELAER POLYTECHNIC INST,Y,3,342,N,N,2017,89,5.8,50286,38052.07
1030,5-INDEPENDENT,VASSAR COLLEGE,N,2,94,Y,Y,2017,73,4.8,110301,54269.63
5205,1-CUNY SR,CUNY BROOKLYN COLLEGE GRAD,Y,4,2,N,N,2017,81,9.1,118984,41850.22
5140,5-INDEPENDENT,UNIVERSITY OF ROCHESTER,N,1,7,Y,Y,2017,72,3.7,73819,51201.31
1022,5-INDEPENDENT,SYRACUSE UNIV UTICA COLLEGE,Y,3,176,N,N,2017,76,7.6,104791,52710.34
5130,3-SUNY SO,SUNY BUFFALO,N,2,13,Y,Y,2017,87,5.9,114492,54025.6
5120,5-INDEPENDENT,SYRACUSE UNIVERSITY GRAD,Y,1,1,N,N,2017,65,6.8,90066,47866.43
35,5-INDEPENDENT,BARD COLLEGE,N,4,28,Y,Y,2017,75,6.9,56204,47134.74
125,5-INDEPENDENT,COLGATE UNIVERSITY,Y,3,113,N,N,2017,71,6.5,87814,40661.7
171,5-INDEPENDENT,COLUMBIA UNIV,N,2,198,Y,Y,2017,96,3.4,51040,48958.43
305,5-INDEPENDENT,HOUGHTON COLLEGE,Y,4,83,N,N,2017,65,3.5,81786,50781.94
615,5-INDEPENDENT,PRATT INSTITUTE,N,4,24,Y,Y,2017,88,5.2,113005,54395.31
1016,5-INDEPENDENT,UNIVERSITY OF ROCHESTER,Y,3,7,N,N,2017,72,6.2,70867,42195.13
5110,5-INDEPENDENT,ST JOHNS UNIVERSITY - GRAD,N,2,3,Y,Y,2017,86,5.7,118080,49277.87
5065,3-SUNY SO,SUC OLD WESTBURY,Y,4,1,N,N,2017,91,4.4,109111,43066.18
1015,5-INDEPENDENT,UNIVERSITY OF ROCHESTER,N,1,383,Y,Y,2017,96,5.8,85213,48261.97
5034,5-INDEPENDENT,KEUKA COLLEGE,Y,3,4,N,N,2017,84,4.8,71455,40278.65
5024,3-SUNY SO,SUNY COLLEGE DELHI NURSING PROG,N,2,3,Y,Y,2017,86,9.1,90540,38491.21
591,5-INDEPENDENT,PACE UNIVERSITY WESTCHESTER,Y,1,80,N,N,2017,86,3.7,73650,42508.39
1010,3-SUNY SO,SUNY BUFFALO,N,4,1452,Y,Y,2017,98,7.6,78853,48376.17
5021,5-INDEPENDENT,COLUMBIA U TEACHERS COL GRAD,Y,3,1,N,N,2017,80,5.9,60419,36296.93
5020,5-INDEPENDENT,COLUMBIA U GRADUATE PROGRAMS,N,2,2,Y,Y,2017,69,6.8,94067,47336.44
999,5-INDEPENDENT,EXCELSIOR COLLEGE,Y,4,18,N,N,2017,81,6.9,87864,38985.52
5000,5-INDEPENDENT,ADELPHI UNIVERSITY,N,2,3,Y,Y,2017,92,6.5,64018,47144.12
4975,3-SUNY SO,SUNY POLYTECHNIC INSTITUTE,Y,1,168,N,N,2017,95,3.4,59271,44334.64
300,5-INDEPENDENT,HOFSTRA UNIVERSITY,N,4,147,Y,Y,2017,70,3.5,101509,40999.54
590,5-INDEPENDENT,PACE UNIVERSITY,Y,3,131,N,N,2017,75,5.2,93744,47694.82
995,5-INDEPENDENT,ALBANY COLLEGE OF PHARMACY,N,2,82,Y,Y,2017,66,6.2,61173,37748.91
4886,3-SUNY SO,SUNY DOWNSTATE MEDICAL CENTER,Y,4,3,N,N,2017,78,5.7,98931,52096.28
3030,3-SUNY SO,MORRISVILLE STATE COLLEGE,N,4,16,Y,Y,2017,92,4.4,119393,42522.31
990,5-INDEPENDENT,UNION COLLEGE,Y,3,71,N,N,2017,95,5.8,79158,39443.1
3025,3-SUNY SO,SUNY COLLEGE OF TECH FARMINGDALE,N,2,11,Y,Y,2017,66,4.8,92458,51283.05
3020,3-SUNY SO,SUNY COLLEGE OF TECH AT DELHI,Y,4,18,N,N,2017,96,9.1,81881,39551.35
575,5-INDEPENDENT,NYACK COLLEGE,N,1,24,Y,Y,2017,86,3.7,75809,37789.92
985,5-INDEPENDENT,SYRACUSE UNIVERSITY (UNDERGRAD),Y,3,390,N,N,2017,89,7.6,99745,45559.67
3015,3-SUNY SO,SUNY COBLESKILL,N,2,9,Y,Y,2017,76,5.9,71265,43464.36
3010,3-SUNY SO,SUNY COLLEGE OF TECH AT CANTON,Y,1,25,N,N,2017,92,6.8,56552,43194.84
975,4-SUNY CC,FASHION INST TECH UPPER DIVISION,N,4,38,Y,Y,2017,86,6.9,106404,49520.41
3005,3-SUNY SO,SUNY COLLEGE OF TECH AT ALFRED,Y,3,24,N,N,2017,98,6.5,97005,47683.15
2330,5-INDEPENDENT,ELYON COLLEGE,N,2,1,Y,Y,2017,85,3.4,109617,53318.97
170,5-INDEPENDENT,COOPER UNION ADVNCMT SCI ART,Y,4,34,N,N,2017,66,3.5,58232,51492.42
295,5-INDEPENDENT,HOBART AND WILLIAM SMITH COLLEGES,N,2,58,Y,Y,2017,95,5.2,91254,47820.49
560,5-INDEPENDENT,NIAGARA UNIVERSITY,Y,4,183,N,N,2017,66,6.2,80465,42060.73
970,3-SUNY SO,SUC PURCHASE,N,3,63,Y,Y,2017,65,5.7,108784,52922.62
2321,6-BUS. DEGREE,SWEDISH INST QRTLY PROGRAMS,Y,2,3,N,N,2017,83,4.4,59315,49526.19
2320,6-BUS. DEGREE,SWEDISH INSTITUTE,N,4,5,Y,Y,2017,79,5.8,58980,45347.49
965,3-SUNY SO,SUNY COLLEGE AT OLD WESTBURY (UG),Y,1,44,N,N,2017,79,4.8,70379,54935.62
2315,6-BUS. DEGREE,DEVRY COLLEGE OF NEW YORK,N,3,1,Y,Y,2017,75,9.1,60476,41883.88
2300,5-INDEPENDENT,MERCY COLLEGE,Y,2,1,N,N,2017,80,3.7,69707,50696.58
555,5-INDEPENDENT,NEW YORK UNIVERSITY,N,1,431,Y,Y,2017,96,7.6,98273,36903.46
960,3-SUNY SO,ALFRED UNIVERSITY,Y,4,32,N,N,2017,88,5.9,104540,37256.58
2265,5-INDEPENDENT,DAVIS COLLEGE,N,3,1,Y,Y,2017,72,6.8,83737,53042.82
2262,5-INDEPENDENT,BORICUA COLLEGE,Y,2,16,N,N,2017,79,6.9,90371,52043.04
955,3-SUNY SO,SUNY MARITIME COLLEGE,N,4,46,Y,Y,2017,82,6.5,72080,40269.04
2260,4-SUNY CC,TOMPKINS CORTLAND COMM COLLEGE,Y,4,38,N,N,2017,89,3.4,104164,46886.02
2258,4-SUNY CC,NORTH COUNTRY COMMUNITY COLLEGE,N,3,8,Y,Y,2017,68,3.5,85390,46411.55
287,5-INDEPENDENT,HELENE FULD SCHOOL REG NURSING,Y,2,5,N,N,2017,96,5.2,86767,48404.34
550,5-INDEPENDENT,NEW YORK SCHOOL INTERIOR DESIGN,N,4,1,Y,Y,2017,86,6.2,68466,42079.67
950,3-SUNY SO,SUC ENV SCI&FORESTRY,Y,1,202,N,N,2017,73,5.7,45433,36894.67
2256,4-SUNY CC,FINGER LAKES COMMUNITY COLLEGE,N,3,50,Y,Y,2017,78,4.4,46749,53689.28
2254,4-SUNY CC,HERKIMER COMMUNITY COLLEGE,Y,2,16,N,N,2017,94,5.8,118053,47417.81
945,3-SUNY SO,SUC POTSDAM,N,1,139,Y,Y,2017,71,4.8,105112,42250.67
2252,4-SUNY CC,GENESEE COMMUNITY COLLEGE,Y,4,35,N,N,2017,72,9.1,106604,54504.98
2243,4-SUNY CC,SCHENECTADY COUNTY COMM COLLEGE,N,3,14,Y,Y,2017,79,3.7,117444,36827.42
535,5-INDEPENDENT,THE NEW SCHOOL,Y,2,25,N,N,2017,66,7.6,115274,53160.86
940,3-SUNY SO,SUNY PLATTSBURGH,N,4,119,Y,Y,2017,69,5.9,91676,48667.08
2240,4-SUNY CC,FULTON MONTGOMERY COMM COLLEGE,Y,1,8,N,N,2017,67,6.8,47100,44338.18
2235,5-INDEPENDENT,VAUGHN COLL AERONAUTICS TECH,N,4,38,Y,Y,2017,75,6.9,98611,54533.01
935,3-SUNY SO,SUC OSWEGO (UNDERGRAD),Y,3,236,N,N,2017,83,4.4,48657,42053.57
2230,4-SUNY CC,ULSTER COMMUNITY COLLEGE,N,2,12,Y,Y,2017,92,5.8,54061,39804.65
2225,4-SUNY CC,SULLIVAN COMMUNITY COLLEGE,Y,4,2,N,N,2017,69,4.8,101202,48387.5
